var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var1(t)
0.07650271,0.0769231,0.061864406,0.08148149,0.06976637,0.15930676,0.15905309,0.07650271
0.07650271,0.07058826,0.05762711,0.07962963,0.06976637,0.16416931,0.16396499,0.07650271
0.07650271,0.07330319,0.055932194,0.08888888,0.06976637,0.14958167,0.14969707,0.07650271
0.07650271,0.07330319,0.055932194,0.08888888,0.06976637,0.13406777,0.13402557,0.082877964
0.082877964,0.079638034,0.062711865,0.0925926,0.07545054,0.14958167,0.14969707,0.08378869
0.08378869,0.08054301,0.06355932,0.093518496,0.07626259,0.16880035,0.16864324,0.08834243
0.08834243,0.08325794,0.07118645,0.09722221,0.0803228,0.1681056,0.16794133,0.0874317
0.0874317,0.082352966,0.0737288,0.09444445,0.07951066,0.14055109,0.14057493,0.090163946
0.090163946,0.08416292,0.07288134,0.09814817,0.08194679,0.16671634,0.166538,0.08561018
0.08561018,0.085972875,0.06779662,0.09537035,0.07788664,0.17018962,0.17004657,0.08014572
0.08014572,0.082352966,0.06440678,0.08981481,0.07301453,0.1683371,0.16817522,0.07377049
0.07377049,0.07330319,0.05762711,0.08333334,0.06733021,0.18755579,0.18758917,0.068306
0.068306,0.07058826,0.053389817,0.07592592,0.062458158,0.2046907,0.2044301,0.06466302
0.06466302,0.0651584,0.050000012,0.076851845,0.059210002,0.21395254,0.21378613,0.06648451
0.06648451,0.06334844,0.05762711,0.0787037,0.06083402,0.21302652,0.21285057,0.072859734
0.072859734,0.068778306,0.053389817,0.08055556,0.06651825,0.1935761,0.19367051,0.072859734
0.072859734,0.06968328,0.053389817,0.08148149,0.06651825,0.17597842,0.17589402,0.07377049
0.07377049,0.07420817,0.056779653,0.0851852,0.06733021,0.16324306,0.16302943,0.07377049
0.07377049,0.07058826,0.05762711,0.0851852,0.06733021,0.17991471,0.17987037,0.063752264
0.063752264,0.06968328,0.056779653,0.07592592,0.05839795,0.18130398,0.18127394,0.06557375
0.06557375,0.066063374,0.05084747,0.07777777,0.060021996,0.17528367,0.17519236,0.06466302
0.06466302,0.062443465,0.049152553,0.076851845,0.059210002,0.16880035,0.16864324,0.06466302
0.06466302,0.061538488,0.04491526,0.076851845,0.059210002,0.16069603,0.16045666,0.063752264
0.063752264,0.058823556,0.046610177,0.07314816,0.05839795,0.158149,0.15788364,0.063752264
0.063752264,0.06063351,0.0440678,0.07592592,0.05839795,0.15166545,0.1518023,0.063752264
0.063752264,0.06063351,0.0440678,0.07592592,0.05839795,0.18477726,0.18478227,0.063752264
0.063752264,0.06063351,0.0440678,0.07592592,0.061836183,0.1681056,0.16794133,0.063752264
0.063752264,0.06063351,0.0440678,0.07592592,0.061836183,0.17690444,0.17682958,0.063752264
0.063752264,0.06063351,0.0440678,0.07592592,0.061836183,0.16440082,0.16419911,0.06557375
0.06557375,0.059728533,0.047457635,0.07407409,0.06347337,0.16046453,0.16022277,0.06557375
0.06557375,0.062443465,0.046610177,0.07407409,0.06347337,0.17181039,0.17168379,0.06648451
0.06648451,0.062443465,0.047457635,0.07592592,0.064291984,0.16880035,0.16864324,0.06557375
0.06557375,0.062443465,0.046610177,0.071296304,0.06347337,0.18408251,0.1840806,0.060109288
0.060109288,0.06063351,0.0440678,0.065740734,0.058561683,0.1794517,0.17940259,0.063752264
0.063752264,0.0570136,0.0440678,0.071296304,0.061836183,0.16972661,0.16957879,0.062841535
0.062841535,0.06334844,0.048305094,0.07407409,0.061017483,0.17690444,0.17682958,0.063752264
0.063752264,0.059728533,0.046610177,0.07407409,0.061836183,0.17690444,0.17682958,0.06557375
0.06557375,0.062443465,0.046610177,0.07314816,0.06347337,0.17412591,0.17402291,0.063752264
0.063752264,0.06334844,0.048305094,0.07500002,0.061836183,0.16717935,0.16700578,0.06557375
0.06557375,0.06063351,0.045762718,0.07500002,0.06347337,0.18662977,0.18665361,0.06648451
0.06648451,0.062443465,0.049152553,0.07592592,0.064291984,0.19542861,0.19554186,0.068306
0.068306,0.06063351,0.05254236,0.07592592,0.065929234,0.20700622,0.20676899,0.06739527
0.06739527,0.06425342,0.05254236,0.07777777,0.065110534,0.19241834,0.19250107,0.06739527
0.06739527,0.062443465,0.049152553,0.07777777,0.065110534,0.19890189,0.19905043,0.06739527
0.06739527,0.058823556,0.049152553,0.07407409,0.065110534,0.20191193,0.2016232,0.062841535
0.062841535,0.062443465,0.045762718,0.07222223,0.061017483,0.20584846,0.20559955,0.061930776
0.061930776,0.059728533,0.0440678,0.070370376,0.060198903,0.19403934,0.19413853,0.062841535
0.062841535,0.055203646,0.0440678,0.070370376,0.061017483,0.20376444,0.20349455,0.061020017
0.061020017,0.058823556,0.04322034,0.07222223,0.059380263,0.23803401,0.23811197,0.062841535
0.062841535,0.0570136,0.04322034,0.07222223,0.061017483,0.26280975,0.2626717,0.06557375
0.06557375,0.058823556,0.045762718,0.071296304,0.06347337,0.27068257,0.27062416,0.061020017
0.061020017,0.06063351,0.04491526,0.07314816,0.059380263,0.27045107,0.27039027,0.061930776
0.061930776,0.058823556,0.04322034,0.06944445,0.060198903,0.28550172,0.285594,0.062841535
0.062841535,0.061538488,0.04491526,0.070370376,0.061017483,0.27253485,0.2724955,0.061930776
0.061930776,0.058823556,0.04322034,0.070370376,0.060198903,0.263273,0.2631395,0.06921676
0.06921676,0.059728533,0.05254236,0.07314816,0.066747904,0.27855515,0.27857685,0.061930776
0.061930776,0.06968328,0.05254236,0.07407409,0.060198903,0.27253485,0.2724955,0.068306
0.068306,0.062443465,0.048305094,0.07592592,0.065929234,0.28550172,0.285594,0.06739527
0.06739527,0.062443465,0.049152553,0.076851845,0.065110534,0.29105902,0.29120755,0.06648451
0.06648451,0.06063351,0.047457635,0.07500002,0.064291984,0.27184033,0.27179384,0.06648451
0.06648451,0.06334844,0.049152553,0.076851845,0.064291984,0.24058104,0.24068475,0.06557375
0.06557375,0.06425342,0.047457635,0.076851845,0.06347337,0.21673131,0.21659303,0.06557375
0.06557375,0.061538488,0.046610177,0.07407409,0.06347337,0.18547201,0.18548417,0.061930776
0.061930776,0.059728533,0.0440678,0.07222223,0.060198903,0.18315649,0.18314505,0.05919853
0.05919853,0.05791858,0.042372882,0.070370376,0.057742983,0.20144892,0.20115542,0.053734064
0.053734064,0.05339369,0.040677965,0.064814806,0.052831322,0.20885849,0.20864034,0.05646628
0.05646628,0.047963798,0.03728813,0.06203705,0.055287212,0.19288158,0.19296885,0.05919853
0.05919853,0.05339369,0.040677965,0.06666666,0.057742983,0.22205687,0.2219727,0.061930776
0.061930776,0.0570136,0.04322034,0.071296304,0.060198903,0.20561671,0.20536566,0.0582878
0.0582878,0.058823556,0.04322034,0.06851852,0.056924433,0.21279478,0.21261668,0.055555552
0.055555552,0.055203646,0.040677965,0.06388888,0.054468602,0.18987131,0.1899283,0.055555552
0.055555552,0.052488714,0.038983047,0.06388888,0.054468602,0.19589162,0.19600964,0.0582878
0.0582878,0.052488714,0.04491526,0.06759259,0.056924433,0.19867039,0.19881654,0.060109288
0.060109288,0.055203646,0.04322034,0.06851852,0.058561683,0.19102907,0.19109774,0.053734064
0.053734064,0.05429867,0.040677965,0.060185194,0.052831322,0.19820714,0.19834876,0.054644793
0.054644793,0.046153843,0.03644067,0.061111122,0.053649932,0.24451733,0.2446611,0.062841535
0.062841535,0.052488714,0.046610177,0.06759259,0.061017483,0.1889453,0.1889925,0.072859734
0.072859734,0.06425342,0.05254236,0.07962963,0.070022285,0.1681056,0.16794133,0.07377049
0.07377049,0.07330319,0.05762711,0.08425927,0.070840895,0.17134738,0.17121601,0.07012749
0.07012749,0.072398216,0.05847457,0.08148149,0.067566454,0.16949487,0.1693449,0.08014572
0.08014572,0.07149324,0.062711865,0.08333334,0.076571286,0.15560198,0.15531063,0.08925319
0.08925319,0.08054301,0.07203391,0.09444445,0.08475739,0.16463232,0.164433,0.091074646
0.091074646,0.08778283,0.070338994,0.10185188,0.08639458,0.15143394,0.15156841,0.09289616
0.09289616,0.09140271,0.07457626,0.104629636,0.08803192,0.14981318,0.14993095,0.09836066
0.09836066,0.08868778,0.077118635,0.104629636,0.09294355,0.14934993,0.14946318,0.09653914
0.09653914,0.09140271,0.07627118,0.104629636,0.09130642,0.15560198,0.15531063,0.10928959
0.10928959,0.09502262,0.08728814,0.111111104,0.1027669,0.14934993,0.14946318,0.11475408
0.11475408,0.1076923,0.092372894,0.12314814,0.10767868,0.15282321,0.15250397,0.11839706
0.11839706,0.11402714,0.099152535,0.12962961,0.11095318,0.1579175,0.15764976,0.11748636
0.11748636,0.113122165,0.09661016,0.12037039,0.11013451,0.15328646,0.15297174,0.1165756
0.1165756,0.11402714,0.0957627,0.125,0.1093159,0.16092753,0.16069055,0.111111104
0.111111104,0.11402714,0.09406778,0.11851853,0.10440424,0.16440082,0.16419911,0.11839706
0.11839706,0.11040723,0.09830508,0.12592596,0.11095318,0.15976977,0.15952086,0.11384332
0.11384332,0.113122165,0.09322032,0.122222245,0.10686007,0.15583348,0.15554476,0.11475408
0.11475408,0.113122165,0.09745762,0.12777776,0.10767868,0.15120244,0.15133452,0.1302368
0.1302368,0.10859728,0.10932204,0.125,0.121595204,0.14796066,0.14805984,0.13479054
0.13479054,0.12669683,0.1101695,0.14166665,0.12568831,0.14772916,0.14782596,0.13387978
0.13387978,0.13122171,0.11186442,0.14537036,0.124869674,0.15606499,0.15577865,0.13479054
0.13479054,0.13122171,0.11271188,0.14722222,0.12568831,0.16162229,0.16139221,0.13843352
0.13843352,0.13303167,0.11864409,0.14814818,0.12896276,0.15861201,0.15835142,0.13843352
0.13843352,0.13665158,0.120339006,0.14722222,0.12896276,0.16301155,0.16279554,0.13479054
0.13479054,0.13484162,0.113559335,0.14629632,0.12568831,0.16046453,0.16022277,0.13296902
0.13296902,0.13122171,0.1101695,0.14259261,0.124051064,0.158149,0.15788364,0.13296902
0.13296902,0.13484162,0.113559335,0.14444447,0.124051064,0.15583348,0.15554476,0.13479054
0.13479054,0.13212669,0.11779663,0.14629632,0.12568831,0.15745425,0.15718198,0.136612
0.136612,0.13665158,0.11779663,0.14814818,0.12732545,0.15768576,0.15741587,0.13934427
0.13934427,0.13846153,0.11694917,0.15185183,0.12978128,0.1521287,0.15227008,0.14207649
0.14207649,0.1357466,0.120339006,0.15277779,0.13223714,0.15606499,0.15577865,0.14571947
0.14571947,0.14570135,0.1254237,0.1574074,0.1355117,0.15722275,0.15694809,0.14571947
0.14571947,0.14570135,0.12372884,0.15833336,0.1355117,0.17528367,0.17519236,0.14480871
0.14480871,0.14932126,0.12711862,0.15185183,0.13469309,0.17968321,0.17963648,0.14571947
0.14571947,0.14208144,0.122033924,0.15833336,0.1355117,0.18801904,0.18805695,0.14389801
0.14389801,0.1438914,0.122033924,0.14722222,0.13387445,0.19149232,0.19156551,0.14207649
0.14207649,0.14027148,0.11864409,0.15370369,0.13223714,0.18570352,0.18571806,0.13570124
0.13570124,0.13936651,0.11779663,0.14629632,0.1265069,0.1933446,0.19343662,0.13479054
0.13479054,0.13212669,0.11101696,0.14629632,0.12568831,0.18987131,0.1899283,0.136612
0.136612,0.12579185,0.11610171,0.14259261,0.12732545,0.1993649,0.19905043,0.13479054
0.13479054,0.12579185,0.11271188,0.14259261,0.12568831,0.19195533,0.19203329,0.13479054
0.13479054,0.13303167,0.120339006,0.14722222,0.12568831,0.19010305,0.19016218,0.13479054
0.13479054,0.14117646,0.11949155,0.14722222,0.12568831,0.17528367,0.17519236,0.13570124
0.13570124,0.13303167,0.113559335,0.14629632,0.1265069,0.16717935,0.16700578,0.14207649
0.14207649,0.14208144,0.120339006,0.15185183,0.13223714,0.14934993,0.14946318,0.14116573
0.14116573,0.14208144,0.120339006,0.15370369,0.13141856,0.15027618,0.15039873,0.136612
0.136612,0.13755655,0.11610171,0.14722222,0.12732545,0.15004468,0.15016484,0.13570124
0.13570124,0.13303167,0.113559335,0.14259261,0.1265069,0.16463232,0.164433,0.13387978
0.13387978,0.12941176,0.1101695,0.14074075,0.124869674,0.18246174,0.18244338,0.13843352
0.13843352,0.13846153,0.120339006,0.14722222,0.12896276,0.1736629,0.17355514,0.13843352
0.13843352,0.13484162,0.11779663,0.14814818,0.12896276,0.16000128,0.15975475,0.14389801
0.14389801,0.14027148,0.11949155,0.15185183,0.13387445,0.1676426,0.16747355,0.13843352
0.13843352,0.13846153,0.11949155,0.15185183,0.12896276,0.16254854,0.16232777,0.14116573
0.14116573,0.13484162,0.11779663,0.15092593,0.13141856,0.1639378,0.1637311,0.14754099
0.14754099,0.1438914,0.13050845,0.16018522,0.13714892,0.1521287,0.15227008,0.15209472
0.15209472,0.14841628,0.13050845,0.16203701,0.14124191,0.1521287,0.15227008,0.14754099
0.14754099,0.14841628,0.12627116,0.1574074,0.13714892,0.14703465,0.14712429,0.17122042
0.17122042,0.13484162,0.1440678,0.14814818,0.15843296,0.13568854,0.13566303,0.1502732
0.1502732,0.15203619,0.13305083,0.16296297,0.13960475,0.112302065,0.11203885,0.16120219
0.16120219,0.14932126,0.14067796,0.16666669,0.14942819,0.11832237,0.11812043,0.16029143
0.16029143,0.16651583,0.1440678,0.16666669,0.14860952,0.12897348,0.12887979,0.17030966
0.17030966,0.16561085,0.15084746,0.18333334,0.15761435,0.13175225,0.13168669,0.1693989
0.1693989,0.17466062,0.15084746,0.18148148,0.15679562,0.1266582,0.1265409,0.16393441
0.16393441,0.15837103,0.1440678,0.17592591,0.15188402,0.12827897,0.12817812,0.16302365
0.16302365,0.1674208,0.14576271,0.17592591,0.15106541,0.12758422,0.12747645,0.16393441
0.16393441,0.1674208,0.1440678,0.17592591,0.15188402,0.12989974,0.12981534,0.16029143
0.16029143,0.15656108,0.14152542,0.1722222,0.14860952,0.12225866,0.12209678,0.16393441
0.16393441,0.16470587,0.14152542,0.17500001,0.15188402,0.12758422,0.12747645,0.15664846
0.15664846,0.16018099,0.13898304,0.16203701,0.14533502,0.13476229,0.13472748,0.15118396
0.15118396,0.15294117,0.13305083,0.16111112,0.14042342,0.13592005,0.13589692,0.16393441
0.16393441,0.14841628,0.14576271,0.16203701,0.15188402,0.14031959,0.14034104,0.16757739
0.16757739,0.16018099,0.14152542,0.17777777,0.15515852,0.14194036,0.14197826,0.17304188
0.17304188,0.1674208,0.14661017,0.18333334,0.16007012,0.13962483,0.13963938,0.17030966
0.17030966,0.16651583,0.14915255,0.17870373,0.15761435,0.1310575,0.13098502,0.16211295
0.16211295,0.16199094,0.14237288,0.17592591,0.1502468,0.12920523,0.12911367,0.16393441
0.16393441,0.16199094,0.13898304,0.17685187,0.15188402,0.13406777,0.13402557,0.15938067
0.15938067,0.16289592,0.1398305,0.16851854,0.14779097,0.14031959,0.14034104,0.15300548
0.15300548,0.15384614,0.13389829,0.16574073,0.14206064,0.13453078,0.13449359,0.15300548
0.15300548,0.15294117,0.13050845,0.16574073,0.14206064,0.12874198,0.1286459,0.15391618
0.15391618,0.14932126,0.129661,0.16574073,0.14287919,0.13568854,0.13566303,0.15664846
0.15664846,0.15022624,0.13050845,0.16388887,0.14533502,0.14055109,0.14057493,0.15391618
0.15391618,0.14932126,0.13050845,0.16388887,0.14287919,0.14124584,0.1412766,0.15118396
0.15118396,0.14932126,0.13220337,0.16481483,0.14042342,0.13777256,0.13776803,0.15209472
0.15209472,0.1475113,0.12796608,0.16018522,0.14124191,0.14286661,0.14291406,0.1502732
0.1502732,0.14932126,0.12711862,0.15925926,0.13960475,0.14101434,0.14104271,0.15300548
0.15300548,0.1438914,0.12711862,0.15925926,0.14206064,0.15351796,0.15320563,0.14936244
0.14936244,0.14027148,0.12796608,0.15185183,0.13878608,0.14842391,0.14852762,0.15300548
0.15300548,0.14570135,0.13050845,0.16296297,0.14206064,0.15027618,0.15039873,0.14571947
0.14571947,0.14932126,0.129661,0.1574074,0.1355117,0.14888692,0.1489954,0.14298725
0.14298725,0.14208144,0.12457624,0.1564815,0.1330559,0.15699124,0.1567142,0.12295079
0.12295079,0.13122171,0.1101695,0.12962961,0.11504623,0.2109425,0.21074533,0.11202186
0.11202186,0.109502256,0.08983052,0.10925925,0.10522291,0.21279478,0.21261668,0.11839706
0.11839706,0.10588235,0.105932206,0.11481482,0.11095318,0.20816398,0.20793867,0.12477231
0.12477231,0.1158371,0.10762712,0.13240743,0.11668345,0.21024776,0.21004367,0.12568307
0.12568307,0.12217194,0.10508475,0.13703704,0.11750212,0.21904683,0.21893191,0.12477231
0.12477231,0.120361984,0.10169491,0.13425928,0.11668345,0.22437239,0.22431183,0.12477231
0.12477231,0.120361984,0.10254237,0.13425928,0.11668345,0.23131895,0.23132873,0.12204009
0.12204009,0.113122165,0.10084745,0.12962961,0.11422762,0.22807717,0.22805405,0.12386155
0.12386155,0.11855203,0.10169491,0.13425928,0.11586481,0.23942327,0.2395153,0.11839706
0.11839706,0.113122165,0.099999994,0.12592596,0.11095318,0.25516868,0.2549529,0.11748636
0.11748636,0.113122165,0.09491524,0.12777776,0.11013451,0.26211524,0.2619698,0.11202186
0.11202186,0.11131221,0.09406778,0.12314814,0.10522291,0.23803401,0.23811197,0.111111104
0.111111104,0.106787324,0.09067798,0.11574072,0.10440424,0.2572527,0.2570579,0.10928959
0.10928959,0.1076923,0.08983052,0.12129629,0.1027669,0.26049423,0.26033258,0.1165756
0.1165756,0.10588235,0.0957627,0.12129629,0.11165154,0.26489377,0.2647767,0.12295079
0.12295079,0.11855203,0.114406794,0.13240743,0.117410004,0.2514639,0.25121045,0.12204009
0.12204009,0.11945701,0.10423729,0.12962961,0.1165874,0.24961138,0.2493391,0.12295079
0.12295079,0.120361984,0.10169491,0.13333333,0.117410004,0.22367787,0.22360992,0.12204009
0.12204009,0.120361984,0.10084745,0.13333333,0.1165874,0.20770073,0.2074709,0.12386155
0.12386155,0.113122165,0.105932206,0.12962961,0.11823264,0.20029116,0.19998598,0.12386155
0.12386155,0.12398189,0.10338983,0.13518518,0.11823264,0.20793223,0.20770478,0.12386155
0.12386155,0.11945701,0.10254237,0.12962961,0.11823264,0.20144892,0.20115542,0.12568307
0.12568307,0.120361984,0.1101695,0.13703704,0.119878024,0.19566011,0.19577575,0.12659383
0.12659383,0.12126696,0.10423729,0.13703704,0.1207006,0.2148788,0.21472168,0.12750453
0.12750453,0.120361984,0.1101695,0.13518518,0.12152326,0.22854042,0.22852206,0.12477231
0.12477231,0.113122165,0.10423729,0.12962961,0.1190553,0.21812057,0.21799636,0.12659383
0.12659383,0.11493212,0.10338983,0.13148147,0.1207006,0.2208991,0.22080326,0.12295079
0.12295079,0.12398189,0.10338983,0.13425928,0.117410004,0.23942327,0.2395153,0.11839706
0.11839706,0.113122165,0.0957627,0.12592596,0.11329684,0.2306242,0.23062706,0.11475408
0.11475408,0.109502256,0.09661016,0.12129629,0.11000624,0.23872852,0.23881364,0.12750453
0.12750453,0.10588235,0.10508475,0.11574072,0.12152326,0.23085594,0.23086095,0.12477231
0.12477231,0.1276018,0.11101696,0.13796294,0.1190553,0.23340297,0.23343396,0.14754099
0.14754099,0.12398189,0.12457624,0.13796294,0.13962144,0.23942327,0.2395153,0.15300548
0.15300548,0.1438914,0.12881353,0.16018522,0.14455736,0.23085594,0.23086095,0.15300548
0.15300548,0.14932126,0.12711862,0.16666669,0.14455736,0.23085594,0.23086095,0.16302365
0.16302365,0.14932126,0.13644066,0.1564815,0.15360641,0.2422018,0.2423222,0.16029143
0.16029143,0.16199094,0.1398305,0.1722222,0.15113842,0.24058104,0.24068475,0.15938067
0.15938067,0.15656108,0.13644066,0.1712963,0.15031582,0.21557355,0.21542358,0.15664846
0.15664846,0.1475113,0.13389829,0.16481483,0.14784783,0.21024776,0.21004367,0.14754099
0.14754099,0.15113121,0.13050845,0.15370369,0.13962144,0.21904683,0.21893191,0.14936244
0.14936244,0.1475113,0.12711862,0.16018522,0.14126664,0.20399594,0.20372844,0.14571947
0.14571947,0.15113121,0.129661,0.15925926,0.13797617,0.20561671,0.20536566,0.14663023
0.14663023,0.14208144,0.1254237,0.15833336,0.13879877,0.19635487,0.19647741,0.14480871
0.14480871,0.13846153,0.129661,0.15555555,0.1371535,0.20121741,0.20092154,0.14116573
0.14116573,0.13846153,0.11864409,0.14814818,0.13386291,0.21186876,0.21168113,0.14116573
0.14116573,0.13755655,0.11864409,0.15370369,0.13386291,0.21812057,0.21799636,0.14571947
0.14571947,0.14117646,0.120339006,0.15370369,0.13797617,0.20584846,0.20559955,0.14845175
0.14845175,0.1438914,0.12372884,0.1574074,0.1404441,0.21696281,0.21682692,0.14389801
0.14389801,0.14027148,0.11949155,0.14999998,0.13633084,0.21835208,0.21823025,0.136612
0.136612,0.13846153,0.120339006,0.14999998,0.12974966,0.21603656,0.21589136,0.136612
0.136612,0.13846153,0.11864409,0.14999998,0.12974966,0.20631146,0.20606732,0.13296902
0.13296902,0.14117646,0.11949155,0.14629632,0.12645915,0.20862699,0.20840645,0.14571947
0.14571947,0.13122171,0.12457624,0.14814818,0.13797617,0.2051537,0.20489788,0.14936244
0.14936244,0.13665158,0.12881353,0.15370369,0.14126664,0.21302652,0.21285057,0.15118396
0.15118396,0.15203619,0.129661,0.16018522,0.14291203,0.20746922,0.207237,0.14571947
0.14571947,0.14208144,0.12881353,0.1574074,0.13797617,0.20932174,0.20910811,0.1502732
0.1502732,0.14932126,0.12711862,0.16388887,0.14208937,0.210711,0.21051145,0.15118396
0.15118396,0.14298642,0.12627116,0.15833336,0.14291203,0.2164998,0.21635914,0.15209472
0.15209472,0.1475113,0.12711862,0.16388887,0.14373451,0.21372104,0.21355224,0.15664846
0.15664846,0.15203619,0.13305083,0.16666669,0.14784783,0.20607996,0.20583344,0.15755922
0.15755922,0.14660633,0.13135591,0.16388887,0.1486705,0.20445919,0.20419621,0.15664846
0.15664846,0.15384614,0.13220337,0.16759259,0.14784783,0.20793223,0.20770478,0.15755922
0.15755922,0.15294117,0.13220337,0.1703704,0.1486705,0.20121741,0.20092154,0.13479054
0.13479054,0.15384614,0.13389829,0.14814818,0.12810445,0.20353293,0.20326066,0.15391618
0.15391618,0.14932126,0.13220337,0.16111112,0.1453799,0.20631146,0.20606732,0.15300548
0.15300548,0.1475113,0.12881353,0.16203701,0.14455736,0.20631146,0.20606732,0.15300548
0.15300548,0.14932126,0.12711862,0.16666669,0.14455736,0.20631146,0.20606732,0.15300548
0.15300548,0.15294117,0.13050845,0.16203701,0.14455736,0.20607996,0.20583344,0.15209472
0.15209472,0.1475113,0.129661,0.16111112,0.14373451,0.20584846,0.20559955,0.15118396
0.15118396,0.15294117,0.13050845,0.16296297,0.14291203,0.21140552,0.21121335,0.15300548
0.15300548,0.14570135,0.12796608,0.16296297,0.14455736,0.21557355,0.21542358,0.15300548
0.15300548,0.14570135,0.129661,0.16296297,0.14455736,0.21233177,0.2121489,0.15300548
0.15300548,0.14570135,0.129661,0.16296297,0.14455736,0.21325803,0.21308446,0.15300548
0.15300548,0.15022624,0.13050845,0.16666669,0.14455736,0.20770073,0.2074709,0.15300548
0.15300548,0.14932126,0.12796608,0.16296297,0.14455736,0.20839548,0.20817256,0.15118396
0.15118396,0.14932126,0.12881353,0.16296297,0.14291203,0.21024776,0.21004367,0.15300548
0.15300548,0.14570135,0.12796608,0.16296297,0.14455736,0.21348953,0.21331835,0.15300548
0.15300548,0.15475112,0.13305083,0.16574073,0.14455736,0.21348953,0.21331835,0.15209472
0.15209472,0.1475113,0.12881353,0.16388887,0.14373451,0.21673131,0.21659303,0.15209472
0.15209472,0.14570135,0.12627116,0.16111112,0.14373451,0.21418428,0.21402001,0.15118396
0.15118396,0.14570135,0.12711862,0.16296297,0.14291203,0.2109425,0.21074533,0.15300548
0.15300548,0.14932126,0.12796608,0.16481483,0.14455736,0.20862699,0.20840645,0.15755922
0.15755922,0.15384614,0.13389829,0.16666669,0.1486705,0.21626806,0.21612525,0.15755922
0.15755922,0.15656108,0.13389829,0.16574073,0.1486705,0.2208991,0.22080326,0.15482694
0.15482694,0.15294117,0.13220337,0.16574073,0.14620256,0.21418428,0.21402001,0.15938067
0.15938067,0.15656108,0.14067796,0.1722222,0.15031582,0.21325803,0.21308446,0.15846992
0.15846992,0.15927601,0.13644066,0.16759259,0.14949322,0.21673131,0.21659303,0.16666669
0.16666669,0.1638009,0.1440678,0.17777777,0.15689695,0.20770073,0.2074709,0.1693989
0.1693989,0.1674208,0.15084746,0.18055558,0.15936482,0.20909,0.20887423,0.17395264
0.17395264,0.17104071,0.15169492,0.18333334,0.16347808,0.20607996,0.20583344,0.18032783
0.18032783,0.1755656,0.15338984,0.19074076,0.16923666,0.20121741,0.20092154,0.18306011
0.18306011,0.16923076,0.15593222,0.18703705,0.17170447,0.20746922,0.207237,0.19307834
0.19307834,0.18190044,0.1694915,0.19907409,0.18075365,0.20677447,0.2065351,0.19125682
0.19125682,0.19638008,0.17118642,0.20185184,0.17910838,0.20607996,0.20583344,0.19125682
0.19125682,0.1873303,0.16525427,0.2037037,0.17910838,0.20260668,0.20232487,0.19672132
0.19672132,0.19185519,0.17203388,0.20833331,0.18404424,0.2046907,0.2044301,0.20127505
0.20127505,0.19728506,0.1737288,0.21111113,0.18815738,0.20306969,0.20279288,0.19125682
0.19125682,0.19728506,0.17796609,0.20555556,0.17910838,0.20422745,0.20396233,0.19216758
0.19216758,0.18823528,0.17627117,0.20648146,0.17993098,0.2049222,0.20466399,0.19854277
0.19854277,0.19457012,0.17457625,0.20925927,0.18568945,0.20538521,0.20513177,0.19854277
0.19854277,0.19457012,0.1694915,0.21296299,0.18568945,0.20607996,0.20583344,0.21948999
0.21948999,0.21085972,0.19067797,0.22962964,0.20461029,0.20561671,0.20536566,0.22040075
0.22040075,0.22081447,0.1940678,0.22962964,0.20543295,0.20885849,0.20864034,0.22040075
0.22040075,0.22624433,0.20338985,0.23148149,0.20543295,0.2046907,0.2044301,0.22404373
0.22404373,0.22171944,0.1983051,0.23148149,0.20872355,0.1949656,0.19507408,0.23132968
0.23132968,0.21990949,0.20169494,0.23796296,0.21530467,0.19867039,0.19881654,0.22040075
0.22040075,0.22895926,0.20169494,0.22962964,0.20543295,0.19079757,0.19086385,0.20491803
0.20491803,0.21628958,0.18983051,0.21111113,0.19565248,0.18871355,0.18875861,0.20491803
0.20491803,0.20271492,0.179661,0.2166667,0.19565248,0.19890189,0.19905043,0.20491803
0.20491803,0.20090497,0.17542371,0.21944445,0.19565248,0.19890189,0.19905043,0.21948999
0.21948999,0.21085972,0.20000002,0.22685188,0.2089141,0.20584846,0.20559955,0.22495449
0.22495449,0.20633483,0.19491526,0.22314817,0.21388721,0.20399594,0.20372844,0.22222221
0.22222221,0.22714931,0.20000002,0.23333335,0.21140069,0.19820714,0.19834876,0.24408013
0.24408013,0.22714931,0.21186438,0.23333335,0.2312932,0.19403934,0.19413853,0.22677594
0.22677594,0.21809953,0.19915256,0.23703706,0.215545,0.19890189,0.19905043,0.23497266
0.23497266,0.22262442,0.20423731,0.24166667,0.22300464,0.20561671,0.20536566,0.24043715
0.24043715,0.23076922,0.21016946,0.25,0.2279777,0.20306969,0.20279288,0.23497266
0.23497266,0.23257917,0.20677969,0.25,0.22300464,0.19843864,0.19858265,0.23770493
0.23770493,0.23257917,0.21186438,0.25092596,0.22549123,0.20631146,0.20606732,0.23588341
0.23588341,0.23076922,0.20593223,0.24351853,0.2238335,0.20839548,0.20817256,0.24225867
0.24225867,0.2352941,0.21694914,0.25277776,0.22963548,0.2049222,0.20466399,0.24408013
0.24408013,0.25067872,0.2237288,0.2537037,0.2312932,0.20330143,0.20302677,0.24134791
0.24134791,0.23076922,0.21440676,0.25,0.22880656,0.21210027,0.21191502,0.24408013
0.24408013,0.2588235,0.23050848,0.2537037,0.2312932,0.20862699,0.20840645,0.2531876
